,popularity,director,vote_average,release_year,budget_adj,revenue_adj,net_profit
4388,2.046884,Stephen Chbosky,7.6,2012,12346675.6575791,31721458.997165,19374783.3395859
10044,0.369847,Ralph S. Singleton,4.7,1990,17523434.673303,19330669.8825228,1807235.2092197984
2599,0.153649,Kari Skogland,3.4,1999,0.0,0.0,0.0
2758,0.390268,Kari Skogland,4.0,2001,0.0,0.0,0.0
3038,0.541117,Kari Skogland,6.0,2008,0.0,0.0,0.0
4071,0.34718,Kari Skogland,5.6,2002,13334875.329826,0.0,-13334875.329826
888,0.519107,Iain Morris,5.9,2014,0.0,0.0,0.0
542,0.110431,Rustam Branaman,3.2,2015,0.0,0.0,0.0
354,0.330968,Robbie Pickering,5.6,2015,0.0,65281.3312762142,65281.3312762142
2355,0.308928,Silvio Soldini,4.9,2010,0.0,0.0,0.0
2685,0.865406999999999,Rod Lurie,7.1,2001,88667144.4019567,34041665.1837497,-54625479.21820701
3005,0.651467,Rod Lurie,6.1,2008,11647046.2888054,189089.290105439,-11457956.99869996
3492,0.897265,Rod Lurie,5.3,2011,24234951.0647868,10008492.8962511,-14226458.1685357
7621,0.369633,Rod Lurie,5.4,2007,0.0,0.0,0.0
8770,0.372471,Rod Lurie,6.4,2000,11396629.0290882,0.0,-11396629.0290882
8165,0.443718,Stephen Gyllenhaal,6.5,1995,24326436.7408184,10880737.2112344,-13445699.529584
3405,1.844119,Karen Disher,6.1,2011,0.0,0.0,0.0
4170,0.009266,Karen Disher,7.2,2002,0.0,0.0,0.0
8887,0.00401,Karen Disher,7.3,2000,0.0,0.0,0.0
1308,0.015258,Raj Nidimoru,5.4,2014,0.0,0.0,0.0
5938,0.147188,Raj Nidimoru,5.3,2013,0.0,0.0,0.0
3582,0.514888,Michael Pavone,6.7,2011,0.0,0.0,0.0
3694,0.31424,Michael Pavone,5.3,2011,5816388.25554883,0.0,-5816388.25554883
5632,0.572994,Simon Klose,6.7,2013,0.0,32446.660139394,32446.660139394
3145,0.173214,Tom Shankland,6.5,2008,0.0,0.0,0.0
7603,0.144451,Tom Shankland,5.0,2007,0.0,0.0,0.0
7735,0.169079,David Elliot,4.4,2007,0.0,0.0,0.0
732,1.440084,Anthony Stacchi,6.6,2014,55265463.0462875,99713420.9413734,44447957.89508589
6671,0.685491,Anthony Stacchi,6.1,2006,91941878.4547837,213423089.158419,121481210.70363532
1785,0.212295,Scott S. Anderson,5.2,2009,0.0,0.0,0.0
3022,0.59883,Michael Henger,4.9,2008,6177998.46623592,0.0,-6177998.46623592
2357,0.104635,Fernando Trueba,6.4,2010,0.0,0.0,0.0
8363,0.128025,Fernando Trueba,6.9,1992,0.0,0.0,0.0
8539,0.524241,Fernando Trueba,5.1,1996,0.0,0.0,0.0
6375,0.390848,Susan Stroman,5.9,2005,50245348.0344522,42494539.7263727,-7750808.3080795035
3767,0.094131,NicolÃ¡s Goldbart,4.7,2011,581638.825554883,0.0,-581638.825554883
1733,0.278387,Prabhu Deva,4.9,2009,76.2300325593715,136.197658172743,59.967625613371496
605,0.037147,Scott Dow,3.9,2015,0.0,0.0,0.0
310,0.393642,Mike Mendez,5.3,2015,0.0,0.0,0.0
381,0.298628,Mike Mendez,5.6,2015,0.0,0.0,0.0
5621,0.610073,Mike Mendez,4.7,2013,0.0,0.0,0.0
6438,0.268115,Mike Mendez,5.9,2005,0.0,0.0,0.0
137,1.178831,Anne Fletcher,5.5,2015,32199985.8320062,47545763.9998638,15345778.167857602
1408,1.895894,Anne Fletcher,6.7,2009,40656017.3649981,322580119.28882,281924101.9238219
2920,1.400898,Anne Fletcher,6.1,2008,30383599.014275,162308496.226559,131924897.21228401
4522,0.595210999999999,Anne Fletcher,5.3,2012,37989771.2540898,39759834.3645973,1770063.1105074957
6559,3.206696,Anne Fletcher,6.7,2006,12980029.8994988,123521044.035724,110541014.1362252
241,0.532239,Ronna Gradus,5.9,2015,0.0,0.0,0.0
2342,0.132502,S.J. Clarkson,6.1,2010,0.0,0.0,0.0
944,0.401153,Derek Lee,6.1,2014,292906.954145324,111616.892441434,-181290.06170389
1893,0.044425,R. W. Goodwin,5.8,2009,0.0,0.0,0.0
4765,0.20482,Michael Chang,6.3,2012,3324104.98473286,0.0,-3324104.98473286
6907,0.112694,Michael Chang,6.9,2006,0.0,0.0,0.0
1356,0.318679,Moustapha Akkad,7.2,1977,0.0,0.0,0.0
8426,0.193253,Moustapha Akkad,7.3,1981,83936678.1699885,0.0,-83936678.1699885
6234,1.203532,ClÃ©ment Virgo,5.0,2005,2456439.23723988,0.0,-2456439.23723988
4873,0.090143,Jared Leto,7.4,2012,0.0,0.0,0.0
6582,1.51114,Frank Marshall,6.6,2006,43266766.3316629,130293533.641154,87026767.3094911
8188,0.327558,Frank Marshall,4.8,1995,71548343.3553482,217506963.800258,145958620.4449098
10291,0.519349,Frank Marshall,6.7,1993,48303038.7743587,55448732.2112738,7145693.4369151
1254,0.07643,David Cross,4.9,2014,921091.050771459,0.0,-921091.050771459
9774,0.326225,Alan Ormsby,5.0,1974,884456.777702844,0.0,-884456.777702844
8088,1.23489,Allison Anders,6.4,1995,5723867.46842786,6153157.52855995,429290.06013209
5120,0.323051,David DeBartolomÃ©,5.0,2003,0.0,0.0,0.0
5821,0.262989,Arnaud des PalliÃ¨res,6.0,2013,0.0,0.0,0.0
2994,0.709809,David Moreau,5.6,2008,12153439.60571,57029778.3577219,44876338.7520119
8114,0.807589999999999,Rachel Talalay,5.5,1995,35774171.6776741,9444381.32290597,-26329790.354768127
9339,0.689242,Rachel Talalay,5.4,1991,17612021.261232,55833362.4198532,38221341.15862121
3838,0.133386999999999,Jonathan M. Shiff,7.1,2011,0.0,0.0,0.0
2463,0.731802,Luis Mandoki,5.7,1999,104724227.727545,155620223.347978,50895995.620433
2709,0.612923,Luis Mandoki,5.6,2001,65268870.1847737,36575197.0658071,-28693673.1189666
4044,0.445162,Luis Mandoki,5.8,2002,36367841.8086164,8385053.25343076,-27982788.55518564
4357,0.067989,Luis Mandoki,6.2,1994,0.0,73587882.2186892,73587882.2186892
10074,0.234115,Luis Mandoki,6.4,1990,0.0,29184914.9596059,29184914.9596059
6177,0.20499,Michael Cimino,6.4,1985,48651985.2543941,0.0,-48651985.2543941
7332,0.41895,Michael Cimino,6.0,1980,116425617.128536,9219667.88534299,-107205949.24319302
7751,0.149692,Michael Cimino,7.4,2007,0.0,0.0,0.0
9776,0.31869,Michael Cimino,6.3,1974,0.0,95963560.3807586,95963560.3807586
10059,0.285403,Michael Cimino,5.2,1990,0.0,0.0,0.0
10762,0.959754,Michael Cimino,7.4,1978,50140510.4237107,167135034.745702,116994524.3219913
53,2.793297,David O. Russell,6.4,2015,55199975.7120106,93043293.3409509,37843317.62894031
184,0.813893,David O. Russell,3.6,2015,23919989.4752046,0.0,-23919989.4752046
1996,1.054685,David O. Russell,7.1,2010,25000000.0,9190869.0,-15809131.0
2482,0.585123,David O. Russell,6.3,1999,98178963.4945741,141377707.432186,43198743.93761191
4310,0.26945,David O. Russell,4.5,1994,294222.312319632,0.0,-294222.312319632
4369,3.931139,David O. Russell,6.9,2012,19944629.9083971,195399167.074265,175454537.1658679
5458,2.024873,David O. Russell,6.8,2013,37441334.1096169,235105188.62008,197663854.5104631
7048,0.809063,David O. Russell,6.3,2004,25397798.7958672,0.0,-25397798.7958672
8528,0.566517,David O. Russell,6.2,1996,9731517.17272177,20439575.4111253,10708058.238403529
1357,0.312358,Jules Bass,5.8,1977,10793343.097711,0.0,-10793343.097711
8913,0.519602,Jules Bass,6.7,1982,0.0,14587189.3189415,14587189.3189415
8948,0.14752,Jules Bass,7.0,1982,0.0,0.0,0.0
9744,0.202802,Jules Bass,6.0,1968,0.0,0.0,0.0
9788,0.218245,Jules Bass,6.5,1974,0.0,0.0,0.0
10663,0.318475,Jules Bass,6.5,1970,0.0,0.0,0.0
10732,0.52866,Jules Bass,6.7,1969,0.0,0.0,0.0
1720,0.294345,Robert Porter,6.1,2009,0.0,0.0,0.0
6063,0.011298,Chadd Harbold,6.6,2013,0.0,0.0,0.0
5789,0.295263,Ben Peyser,4.7,2013,0.0,8606.8266784482,8606.8266784482
2071,0.640576,James L. Brooks,4.9,2010,120000000.0,48668907.0,-71331093.0
5275,0.855087,James L. Brooks,7.0,1997,67923016.0536048,426798361.696852,358875345.64324725
7025,1.042281,James L. Brooks,5.6,2004,92355631.9849719,63542252.9325222,-28813379.052449696
7998,0.807201,James L. Brooks,6.3,1983,17514495.9820651,0.0,-17514495.9820651
9626,0.57606,James L. Brooks,6.3,1987,38381608.761293,98351728.6788724,59970119.917579405
6528,0.128733,Hamish Hamilton,7.6,2005,0.0,0.0,0.0
6374,0.392879,Andrew Jimenez,7.1,2005,0.0,0.0,0.0
67,2.331636,James McTeigue,5.4,2015,18399991.9040035,0.0,-18399991.9040035
1490,0.796760999999999,James McTeigue,6.1,2009,40656017.3649981,61453955.7390135,20797938.3740154
4437,1.169815,James McTeigue,6.0,2012,24693351.3151583,28167279.4100188,3473928.0948605016
6193,3.617106,James McTeigue,7.6,2005,60294417.6413426,147956957.155121,87662539.51377839
7491,0.726521,James McTeigue,5.4,2007,84133486.6105236,15850237.7664915,-68283248.8440321
6182,0.390167,David Greenwalt,6.5,1985,0.0,17479760.2673426,17479760.2673426
611,0.032678,Don Hertzfeldt,8.2,2015,0.0,0.0,0.0
4933,0.019197,Don Hertzfeldt,7.9,2012,0.0,0.0,0.0
8882,0.02951,Don Hertzfeldt,7.0,2000,0.0,0.0,0.0
2159,0.401176,Andy Mitton,5.0,2010,500000.0,0.0,-500000.0
5926,0.161976,Andy Mitton,4.7,2013,0.0,0.0,0.0
7855,0.26707,Franc Roddam,7.3,1979,0.0,0.0,0.0
9175,0.083297,Franc Roddam,5.2,1998,0.0,0.0,0.0
9369,0.379975,Franc Roddam,6.0,1991,0.0,4973889.3779338,4973889.3779338
1751,0.07309,Arlene Sanford,5.3,2009,0.0,0.0,0.0
3810,0.169356999999999,Arlene Sanford,6.1,2011,0.0,0.0,0.0
8578,0.387081,Arlene Sanford,5.6,1996,0.0,0.0,0.0
9032,0.680245,Arlene Sanford,5.1,1998,40130864.0723489,0.0,-40130864.0723489
3722,0.279647,Paolo Costella,4.7,2011,0.0,0.0,0.0
9801,0.064495,Brian Clemens,6.0,1974,1768913.55540568,0.0,-1768913.55540568
5324,0.46602,Gregory Nava,6.9,1997,27169206.4214419,81507619.2643258,54338412.8428839
6612,1.099328,Gregory Nava,6.1,2006,22715052.324123,0.0,-22715052.324123
9159,0.142692,Sarah Kelly,6.3,1998,0.0,0.0,0.0
3540,0.660334,Troy Quane,5.9,2011,0.0,0.0,0.0
8887,0.00401,Guy Moore,7.3,2000,0.0,0.0,0.0
2168,0.385303,Marcos Efron,5.1,2010,0.0,0.0,0.0
3841,0.430191,Prachya Pinkaew,5.3,2011,9693980.42591472,0.0,-9693980.42591472
5666,0.470299,Prachya Pinkaew,5.1,2013,0.0,3091215.5141912,3091215.5141912
7877,0.077321,David Schmoeller,6.9,1979,0.0,0.0,0.0
9255,0.306631,David Schmoeller,5.6,1989,0.0,0.0,0.0
1221,0.102152,Agnieszka Holland,6.1,2014,0.0,0.0,0.0
3721,0.280206,Agnieszka Holland,6.6,2011,0.0,5406066.29907092,5406066.29907092
6754,0.381198,Agnieszka Holland,5.9,2006,11898360.7412073,0.0,-11898360.7412073
8157,0.473114,Agnieszka Holland,6.3,1995,0.0,486369.897494119,486369.897494119
10062,0.275662,Agnieszka Holland,6.6,1990,0.0,0.0,0.0
10334,0.542485,Agnieszka Holland,7.0,1993,0.0,0.0,0.0
1239,0.090297,Christian E. Christiansen,4.8,2014,6447637.35540021,0.0,-6447637.35540021
3459,1.074793,Christian E. Christiansen,5.5,2011,15510368.6814635,39253601.3137282,23743232.632264696
3642,0.410616,Thomas Bezucha,5.9,2011,19387960.8518294,16891760.8921564,-2496199.9596729986
6298,0.67686,Thomas Bezucha,6.2,2005,0.0,0.0,0.0
2304,0.180345,Alexandre Arcady,5.8,2010,0.0,0.0,0.0
4705,0.267325,Alexandre Arcady,7.4,2012,16.1456527829881,0.0,-16.1456527829881
4465,0.903283,Henry Alex Rubin,6.7,2012,9497442.81352245,3255768.984201,-6241673.829321451
6762,0.367893,Laurie Collyer,6.5,2006,2163338.31658314,673670.041798941,-1489668.274784199
4817,0.152713,AdriÃ¡n Cardona,7.5,2012,0.0,0.0,0.0
7751,0.149692,Amos Gitai,7.4,2007,0.0,0.0,0.0
3142,0.335675,John Simpson,5.0,2008,6076719.802855,0.0,-6076719.802855
314,0.383406,Justin Benson,6.5,2015,0.0,45972.3797721529,45972.3797721529
1033,0.290104,Justin Benson,4.2,2014,0.0,2538.52693592614,2538.52693592614
4770,0.121572,Justin Benson,5.9,2012,0.0,0.0,0.0
3313,0.121316,Mark Tonderai,5.3,2008,0.0,0.0,0.0
4497,0.69948,Mark Tonderai,5.6,2012,6553235.54133049,0.0,-6553235.54133049
2241,0.162356,Simon Rumley,5.7,2010,0.0,0.0,0.0
3746,0.383267,Simon Rumley,3.5,2011,0.0,0.0,0.0
5769,0.313754,Simon Rumley,4.5,2013,0.0,20274.4824203576,20274.4824203576
5172,0.197848,Steven Ayromlooi,6.0,2003,0.0,0.0,0.0
5339,0.402621,Michael Cohn,6.4,1997,0.0,0.0,0.0
8646,0.1616,Diarmuid Lawrence,6.6,1996,0.0,0.0,0.0
90,1.926739,Joel Edgerton,6.6,2015,4599997.97600089,54260336.8854517,49660338.90945081
242,0.532205,Travis Cluff,5.0,2015,91999.9595200178,39251239.9294544,39159239.96993438
962,0.375458,Mark Young,4.9,2014,3223818.6777001,0.0,-3223818.6777001
2175,0.364652,Jake Scott,6.3,2010,0.0,42145.0,42145.0
2613,0.105168,Jake Scott,5.9,1999,0.0,0.0,0.0
10318,0.38774,Bruce Joel Rubin,5.9,1993,0.0,41486972.8213895,41486972.8213895
631,12.971027,Joe Russo,7.6,2014,156585478.631148,658365092.859794,501779614.22864604
4105,0.249411,Joe Russo,6.2,2002,1454713.67234465,0.0,-1454713.67234465
6648,0.780687,Joe Russo,5.3,2006,58410134.5477449,141083588.039378,82673453.49163309
3712,0.292536,Jason Bourque,3.7,2011,0.0,0.0,0.0
2864,0.097715,LÃ©a Pool,6.8,2001,0.0,0.0,0.0
6031,0.049367,Adolfo Alix Jr.,5.8,2013,0.0,0.0,0.0
733,1.398713,Tim Burton,6.8,2014,9210910.50771459,26604343.496959,17393432.98924441
1921,5.57295,Tim Burton,6.3,2010,200000000.0,1025467110.0,825467110.0
2418,2.065619,Tim Burton,6.7,1999,130905284.659432,269758486.295067,138853201.63563502
2650,1.862114,Tim Burton,5.5,2001,123148811.669384,446059453.537,322910641.867616
4220,0.729837,Tim Burton,7.1,1994,26480008.1087669,8661106.06111203,-17818902.047654867
4387,2.092701,Tim Burton,5.6,2012,142461642.202836,233188005.67947,90726363.476634
4451,1.046157,Tim Burton,6.5,2012,37040026.9727375,77395675.814287,40355648.84154951
4961,2.491591,Tim Burton,7.4,2003,82974685.1347769,145702426.938419,62727741.80364211
6130,0.427104,Tim Burton,6.5,1985,12162996.3135985,82993520.1637139,70830523.8501154
6195,3.508379,Tim Burton,6.5,2005,167484493.448174,530332684.498405,362848191.050231
6231,1.265401,Tim Burton,7.0,2005,44662531.5861797,130855702.841419,86193171.2552393
7412,1.846602,Tim Burton,6.8,2007,52583429.1315773,159853624.559995,107270195.4284177
7943,0.342336,Tim Burton,6.6,1984,0.0,0.0,0.0
8245,2.248239,Tim Burton,6.5,1992,124321940.367116,435126791.284907,310804850.917791
8462,2.036325,Tim Burton,5.9,1996,97315171.7272178,140927684.678824,43612512.951606214
8880,0.0325769999999999,Tim Burton,6.3,2000,0.0,0.0,0.0
8923,0.391453,Tim Burton,7.9,1982,135578.544153073,0.0,-135578.544153073
9182,2.640852,Tim Burton,6.9,1989,61564472.8665139,723556562.007649,661992089.1411351
9453,1.628865,Tim Burton,7.0,1988,27658365.3463546,135206381.190541,107548015.8441864
9982,2.285811,Tim Burton,7.4,1990,33377970.8062916,88451622.6366727,55073651.83038111
2681,0.899763999999999,Victor Salva,6.0,2001,12314881.1669384,72926003.4503834,60611122.28344499
4607,0.404069,Victor Salva,5.0,2012,0.0,0.0,0.0
5039,0.598372999999999,Victor Salva,5.4,2003,20150994.9613029,74798912.0359285,54647917.074625604
6801,0.294825,Victor Salva,7.3,2006,0.0,0.0,0.0
8129,0.67066,Victor Salva,6.0,1995,0.0,0.0,0.0
4600,0.415272,Stobe Harju,6.0,2012,4060156.80278085,0.0,-4060156.80278085
3735,0.262994,John Stimpson,6.2,2011,0.0,0.0,0.0
6380,0.374704,Duncan Tucker,6.5,2005,1116563.28965449,14906531.9287413,13789968.63908681
3349,0.042152,Richard Gale,6.6,2008,0.0,0.0,0.0
6813,0.462229,Ann Turner,5.6,2006,0.0,0.0,0.0
833,0.680611,Brin Hill,7.2,2014,921091.050771459,0.0,-921091.050771459
3318,0.092419,Eric Styles,4.6,2008,0.0,0.0,0.0
4997,1.101383,Bo Welch,5.0,2003,0.0,0.0,0.0
9362,0.443127,Alan J. Levi,4.6,1991,0.0,0.0,0.0
10795,0.214124,Alan J. Levi,5.8,1978,10028102.0847421,0.0,-10028102.0847421
1380,0.097126,Michael Winner,6.3,1977,0.0,10.793343097711,10.793343097711
6127,0.476896,Michael Winner,5.4,1985,0.0,0.0,0.0
7283,0.338541,Michael Winner,6.6,1972,0.0,0.0,0.0
7285,0.291807,Michael Winner,6.5,1972,0.0,0.0,0.0
8944,0.464188,Michael Winner,5.6,1982,4.51928480510245,36.1542784408196,31.63499363571715
9781,0.400179,Michael Winner,6.8,1974,13266851.6655426,97290245.5473129,84023393.8817703
8213,0.252852,Phillip Borsos,6.1,1995,0.0,0.0,0.0
2542,0.301697,James Dearden,5.8,1999,0.0,0.0,0.0
2373,0.150035,James Nguyen,2.1,2010,0.0,0.0,0.0
4652,0.333898,Kern Saxton,5.2,2012,1899488.56270449,0.0,-1899488.56270449
2040,0.78688,Alexandre Aja,5.2,2010,24000000.0,83188165.0,59188165.0
2933,1.169851,Alexandre Aja,6.0,2008,35447532.1833208,73362657.2199331,37915125.036612295
5592,0.72458,Alexandre Aja,6.2,2013,0.0,0.0,0.0
6601,1.20839,Alexandre Aja,6.0,2006,16225037.3743735,75309823.037844,59084785.66347051
8066,0.015727,Lamont Johnson,5.1,1983,32839679.9663721,36123647.9630093,3283967.996637199
2577,0.212029,Ron Shelton,5.3,1999,31417268.3182637,11040742.8298921,-20376525.488371596
3978,0.8757,Ron Shelton,6.7,2002,18183920.9043082,11198228.2557279,-6985692.6485803
5097,0.36744,Ron Shelton,4.8,2003,88901448.3586895,60622086.1068609,-28279362.251828603
8263,0.808779,Ron Shelton,6.2,1992,0.0,141033615.72026,141033615.72026
8552,0.471398,Ron Shelton,5.6,1996,62559753.2532114,74869549.707408,12309796.454196595
9470,0.75639,Ron Shelton,6.3,1988,12907237.1616321,93831926.3830196,80924689.22138749
5151,0.241416,Joan Churchill,7.3,2003,0.0,0.0,0.0
1331,1.719385,Wolfgang Reitherman,6.6,1977,4317337.23908442,256219102.706214,251901765.4671296
1336,0.912502,Wolfgang Reitherman,7.1,1977,0.0,0.0,0.0
10110,2.631987,Wolfgang Reitherman,6.6,1961,29179444.8318826,1574814739.70476,1545635294.8728774
10398,2.550704,Wolfgang Reitherman,7.0,1967,26147054.9591484,1345551058.9884,1319404004.0292516
10439,2.18041,Wolfgang Reitherman,6.7,1963,0.0,0.0,0.0
10593,2.272486,Wolfgang Reitherman,6.9,1973,73667393.6819896,157434424.969513,83767031.2875234
10648,1.936962,Wolfgang Reitherman,7.0,1970,22465473.3756058,312692750.953378,290227277.5777722
10842,0.253437,Wolfgang Reitherman,7.9,1966,0.0,0.0,0.0
6868,0.200545,Michael Mayer,6.1,2006,16225037.3743735,22715052.324123,6490014.9497495
7179,0.369726,Michael Mayer,6.4,2004,7503895.09877896,1788183.97426602,-5715711.124512941
7802,0.070616,Frank A. Cappello,6.4,2007,0.0,0.0,0.0
5786,0.296488,Kevin King,3.5,2013,0.0,0.0,0.0
2931,1.210534,Lexi Alexander,5.5,2008,20762125.9930879,10218382.1179151,-10543743.8751728
6225,1.316576,Lexi Alexander,7.0,2005,0.0,3522026.94646849,3522026.94646849
1,28.419936,George Miller,7.1,2015,137999939.280026,348161292.489031,210161353.20900503
3482,0.93092,George Miller,5.8,2011,126021745.536891,145803733.7335,19781988.196609005
6084,1.746063,George Miller,5.8,1985,24945338.4809836,73444670.0229779,48499331.5419943
6587,1.411147,George Miller,5.8,2006,108166915.829157,415723973.606839,307557057.777682
7827,2.012021,George Miller,6.5,1979,1201821.60100063,300455400.250159,299253578.6491584
8028,0.323585,George Miller,6.0,1983,21893119.9775814,64477250.3117032,42584130.33412179
8364,0.234375,George Miller,6.2,1992,0.0,11323223.6803459,11323223.6803459
8379,1.248748,George Miller,7.1,1981,4796381.60971363,58997489.0942273,54201107.48451367
9028,0.718275,George Miller,5.1,1998,120392592.217046,92477375.8909553,-27915216.326090693
9621,0.624584,George Miller,6.1,1987,0.0,122373061.944654,122373061.944654
7780,0.111677,Laurent Boutonnat,6.4,2007,0.0,0.0,0.0
3872,0.072781,Emad Burnat,7.6,2011,0.0,0.0,0.0
1102,0.212841,Christopher Denham,5.1,2014,0.0,0.0,0.0
3346,0.045194,Christopher Denham,4.7,2008,0.0,0.0,0.0
57,2.575711,David Koepp,5.3,2015,55199975.7120106,27985062.8865723,-27214912.8254383
2466,0.716336,David Koepp,6.3,1999,15708634.1591318,27664327.6946754,11955693.5355436
3036,0.555690999999999,David Koepp,6.1,2008,0.0,0.0,0.0
4519,0.607856,David Koepp,6.1,2012,33241049.8473286,29521470.3940963,-3719579.4532322995
7026,1.03943,David Koepp,6.3,2004,46177815.9924859,107263182.842909,61085366.85042309
171,0.880268,Kyle Newman,5.5,2015,0.0,5588.99754084108,5588.99754084108
1467,0.95556,Kyle Newman,6.1,2009,0.0,964312.961077351,964312.961077351
5709,0.383921,Todd Berger,5.8,2013,0.0,0.0,0.0
9663,0.316643,Percy Adlon,6.9,1987,0.0,6884323.01271064,6884323.01271064
3746,0.383267,Andrew Parkinson,3.5,2011,0.0,0.0,0.0
5816,0.268263,Jason Lapeyre,5.8,2013,0.0,0.0,0.0
427,0.242078,Justin Trefgarne,4.4,2015,1379999.39280026,0.0,-1379999.39280026
3808,0.172285,Jonathan Teplitzky,6.7,2011,0.0,0.0,0.0
5567,0.859276,Jonathan Teplitzky,6.6,2013,16848600.3493276,20882176.8017238,4033576.452396199
6646,0.79178,Will Meugniot,6.3,2006,0.0,8545186.35050342,8545186.35050342
1212,0.110972,Tim Hill,5.3,2014,0.0,0.0,0.0
2524,1.104937,Tim Hill,5.7,1999,31417268.3182637,21325748.5065997,-10091519.811664
2801,0.269944,Tim Hill,5.3,2001,14777857.4003261,21295361.7108424,6517504.310516302
3508,0.806735,Tim Hill,5.4,2011,61072076.6832627,178324379.003613,117252302.32035029
6602,1.207359,Tim Hill,5.2,2006,0.0,153274968.62889,153274968.62889
7414,1.748315,Tim Hill,5.6,2007,63100114.9578927,380037934.737444,316937819.77955127
7751,0.149692,Youssef Chahine,7.4,2007,0.0,0.0,0.0
4819,0.146925,Elise Robertson,3.6,2012,284923.284405673,0.0,-284923.284405673
8412,0.300086,Peter R. Hunt,5.0,1981,0.0,0.0,0.0
10724,1.778746,Peter R. Hunt,6.4,1969,41609849.4080107,487278044.146861,445668194.7388503
385,0.292437,Jay Alaimo,4.1,2015,0.0,0.0,0.0
5597,0.71023,James Ward Byrkit,7.1,2013,0.0,96052.9345581641,96052.9345581641
2329,0.155075,Victor Cook,6.0,2010,0.0,0.0,0.0
3967,0.974651,Victor Cook,5.5,2002,0.0,0.0,0.0
4996,1.103879,Victor Cook,5.4,2003,0.0,0.0,0.0
5989,0.098585,Victor Cook,7.9,2013,0.0,0.0,0.0
7589,0.42626,Victor Cook,6.7,2007,0.0,0.0,0.0
8238,0.0820679999999999,James Orr,5.4,1995,0.0,0.0,0.0
10081,0.177761999999999,James Orr,6.2,1990,33377970.8062916,25666412.8828286,-7711557.923462998
4813,0.15439,Michael J. Gallagher,4.2,2012,0.0,0.0,0.0
3504,0.827785,Kelly Asbury,5.7,2011,34898329.533293,183906860.236067,149008530.702774
3959,1.04058799999999,Kelly Asbury,7.1,2002,96980911.4896437,148579046.595206,51598135.1055623
6977,2.191033,Kelly Asbury,6.5,2004,173166809.971822,1061903622.74202,888736812.770198
7531,0.564132,Aristomenis Tsirbas,6.0,2007,4206674.33052618,6416278.39938986,2209604.0688636806
1211,0.112646,Roger Spottiswoode,4.9,2014,16579638.9138862,0.0,-16579638.9138862
5238,2.391809,Roger Spottiswoode,5.9,1997,149430635.31793,452382322.355841,302951687.03791094
7333,0.416288,Roger Spottiswoode,5.4,1980,9261128.63522451,0.0,-9261128.63522451
8011,0.513390999999999,Roger Spottiswoode,7.2,1983,0.0,0.0,0.0
8276,0.686807,Roger Spottiswoode,4.6,1992,0.0,109731532.985874,109731532.985874
8704,0.886238,Roger Spottiswoode,5.5,2000,103835953.376137,121672281.827999,17836328.451861992
9223,0.480969,Roger Spottiswoode,5.9,1989,0.0,125028499.953474,125028499.953474
9551,0.206468,Roger Spottiswoode,6.5,1988,0.0,54026006.976546,54026006.976546
10018,0.501826,Roger Spottiswoode,5.1,1990,0.0,55843462.9911735,55843462.9911735
10333,0.327666,Roger Spottiswoode,4.4,1993,0.0,0.0,0.0
626,0.014647,Geeta Patel,6.7,2015,0.0,0.0,0.0
942,0.403579,Ana Lily Amirpour,7.0,2014,921091.050771459,363830.965054726,-557260.085716733
7623,0.36244,Jim Capobianco,6.6,2007,0.0,0.0,0.0
2214,0.757081999999999,Carl Franklin,7.8,2010,120000000.0,0.0,-120000000.0
4016,0.569956999999999,Carl Franklin,6.0,2002,50914978.5320629,77320225.8782409,26405247.346177995
5038,0.6015,Carl Franklin,6.0,2003,59267632.2391264,65781812.3757454,6514180.136619002
8199,0.298783,Carl Franklin,6.1,1995,38636105.411888,23096981.4898711,-15539123.922016904
8055,0.147092,Martin Davidson,6.9,1983,0.0,10257139.0727606,10257139.0727606
2833,0.194196,Jan Harlan,7.5,2001,0.0,0.0,0.0
1600,0.442826,Dominic Polcino,7.2,2009,0.0,0.0,0.0
7485,0.779254,Dominic Polcino,7.3,2007,0.0,0.0,0.0
